state_name,state,congress,s_upper,s_lower,election_name,race_type,margins,vp,voter_power,D_running,D_running_2,R_running,R_running_2,R_running_3,D_link,D_link_2,R_link,R_link_2,R_link_3
Kansas,20,nan,nan,046,State House District 46,State Leg (Lower),69.90869896,0.002755995019,1.0,,,,,,,,,,
Kansas,20,nan,nan,047,State House District 47,State Leg (Lower),-23.93427659,0.04654333768,13.0,,,,,,,,,,
Kansas,20,nan,nan,048,State House District 48,State Leg (Lower),-1.453293011,0.3480259722,99.0,Dan Osman (incumbent),,Randy Ross,,,https://www.danforkan.com/,,https://www.rossforkansas48.com/,,
Kansas,20,nan,nan,049,State House District 49,State Leg (Lower),-3.197519929,0.3280772702,93.0,Nikki McDonald (incumbent),,Kurtis Ruf,,,https://mcdonaldforkansas.com/,,https://www.rufvote.com/,,
Kansas,20,nan,nan,050,State House District 50,State Leg (Lower),-24.33039428,0.04486818259,13.0,,,,,,,,,,
Kansas,20,nan,nan,051,State House District 51,State Leg (Lower),-34.54077593,0.01923281412,5.0,,,,,,,,,,
Kansas,20,nan,nan,052,State House District 52,State Leg (Lower),-9.605253111,0.2001446346,57.0,Jacquie Lightcap,,Jesse Borjon (incumbent),,,https://www.lightcapforkansas.com/,,https://www.borjonforkansas.com/,,
Kansas,20,nan,nan,053,State House District 53,State Leg (Lower),6.381984676,0.2677351619,76.0,Kirk Haskins (incumbent),,Jeff Coen,,,https://www.haskinsforkansas.com/,,https://www.jeffcoen.com/,,
Kansas,20,nan,nan,054,State House District 54,State Leg (Lower),-28.69194485,0.03055213524,9.0,,,,,,,,,,
Kansas,20,nan,nan,055,State House District 55,State Leg (Lower),23.19429199,0.04988125433,14.0,,,,,,,,,,
Kansas,20,nan,nan,056,State House District 56,State Leg (Lower),5.051175133,0.2952831521,84.0,Virgil Weigel (incumbent),,Pennie Boyer-Kloos,,,https://www.facebook.com/people/Virgil-Weigel/100058258800912/,,https://pennieboyerkloos.com/,,
Kansas,20,nan,nan,057,State House District 57,State Leg (Lower),14.45449242,0.1209268656,34.0,,,,,,,,,,
Kansas,20,nan,nan,058,State House District 58,State Leg (Lower),25.66788895,0.03973115665,11.0,,,,,,,,,,
Kansas,20,nan,nan,059,State House District 59,State Leg (Lower),-34.58933108,0.01916351004,5.0,,,,,,,,,,
Kansas,20,nan,nan,060,State House District 60,State Leg (Lower),-2.465127465,0.3380307261,96.0,Mic McGuire,,Mark Schreiber (incumbent),,,https://www.pastormicforks.com/,,https://schreiberforkansas.com/,,
Kansas,20,nan,nan,061,State House District 61,State Leg (Lower),-42.93159609,0.01082825732,3.0,,,,,,,,,,
Kansas,20,nan,nan,062,State House District 62,State Leg (Lower),-55.55235903,0.005308671546,2.0,,,,,,,,,,
Kansas,20,nan,nan,063,State House District 63,State Leg (Lower),-37.32283465,0.01572819177,4.0,,,,,,,,,,
Kansas,20,nan,nan,064,State House District 64,State Leg (Lower),-50.6311195,0.006883485115,2.0,,,,,,,,,,
Kansas,20,nan,nan,065,State House District 65,State Leg (Lower),-14.062801,0.1260562707,36.0,,,,,,,,,,
Kansas,20,nan,nan,066,State House District 66,State Leg (Lower),22.61392949,0.05270338899,15.0,,,,,,,,,,
Kansas,20,nan,nan,067,State House District 67,State Leg (Lower),-0.4551431172,0.3530047976,100.0,Kim Zito,,Angel Roeser,,,https://kimzito.com/,,https://www.angelroeserforks.com/,,
Kansas,20,nan,nan,068,State House District 68,State Leg (Lower),-34.54157783,0.01923166695,5.0,,,,,,,,,,
Kansas,20,nan,nan,069,State House District 69,State Leg (Lower),-29.99889831,0.02741259307,8.0,,,,,,,,,,
Kansas,20,nan,nan,070,State House District 70,State Leg (Lower),-50.72779483,0.006847035331,2.0,,,,,,,,,,
Kansas,20,nan,nan,071,State House District 71,State Leg (Lower),-28.79636785,0.03028522733,9.0,,,,,,,,,,
Kansas,20,nan,nan,072,State House District 72,State Leg (Lower),-21.05469516,0.06128856914,17.0,,,,,,,,,,
Kansas,20,nan,nan,073,State House District 73,State Leg (Lower),-35.97979798,0.01730757133,5.0,,,,,,,,,,
Kansas,20,nan,nan,074,State House District 74,State Leg (Lower),-32.55312898,0.02236640046,6.0,,,,,,,,,,
Kansas,20,nan,nan,075,State House District 75,State Leg (Lower),-40.90132422,0.01233734593,3.0,,,,,,,,,,
Kansas,20,nan,nan,076,State House District 76,State Leg (Lower),-44.21507441,0.009996254605,3.0,,,,,,,,,,
Kansas,20,nan,nan,077,State House District 77,State Leg (Lower),-41.19045261,0.01210648432,3.0,,,,,,,,,,
Kansas,20,nan,nan,078,State House District 78,State Leg (Lower),-9.864418564,0.1950710573,55.0,Daniel Goodman,,Robyn Essex (incumbent),,,https://www.goodman4kansas.com/,,https://robynforkansas.com/,,
Kansas,20,nan,nan,079,State House District 79,State Leg (Lower),-36.72641912,0.01640568733,5.0,,,,,,,,,,
Kansas,20,nan,nan,080,State House District 80,State Leg (Lower),-32.6198523,0.0222510836,6.0,,,,,,,,,,
Kansas,20,nan,nan,081,State House District 81,State Leg (Lower),-25.1899474,0.04147958252,12.0,,,,,,,,,,
Kansas,20,nan,nan,082,State House District 82,State Leg (Lower),-31.08015974,0.02511686315,7.0,,,,,,,,,,
Kansas,20,nan,nan,083,State House District 83,State Leg (Lower),15.51934827,0.1080347522,31.0,,,,,,,,,,
Kansas,20,nan,nan,084,State House District 84,State Leg (Lower),44.63662993,0.009741184581,3.0,,,,,,,,,,
Kansas,20,nan,nan,085,State House District 85,State Leg (Lower),-11.75515661,0.1607944223,46.0,,,,,,,,,,
Kansas,20,nan,nan,086,State House District 86,State Leg (Lower),12.72073762,0.1453002125,41.0,,,,,,,,,,
Kansas,20,nan,nan,087,State House District 87,State Leg (Lower),-9.257059307,0.207085774,59.0,Mike Snider,,Susan Estes,,,https://sniderforkansas.com/,,https://www.facebook.com/susanestesforkansas,,
Kansas,20,nan,nan,088,State House District 88,State Leg (Lower),1.33382281,0.3488877999,99.0,Veronica Gillette,,Sandy Pickert (incumbent),,,https://www.veronicaforkansas.com/,,https://pickertforkansas.com/,,
Kansas,20,nan,nan,089,State House District 89,State Leg (Lower),26.61086907,0.03654028869,10.0,,,,,,,,,,
Kansas,20,nan,nan,090,State House District 90,State Leg (Lower),-40.05017561,0.01305086261,4.0,,,,,,,,,,
Kansas,20,nan,nan,091,State House District 91,State Leg (Lower),-27.87058372,0.03275758729,9.0,,,,,,,,,,
Kansas,20,nan,nan,092,State House District 92,State Leg (Lower),12.74874262,0.1448716097,41.0,,,,,,,,,,
Kansas,20,nan,nan,093,State House District 93,State Leg (Lower),-43.95581919,0.01015744209,3.0,,,,,,,,,,
Kansas,20,nan,nan,094,State House District 94,State Leg (Lower),-27.7260755,0.033165942,9.0,,,,,,,,,,
Kansas,20,nan,nan,095,State House District 95,State Leg (Lower),2.293729373,0.3400476065,96.0,Tom Sawyer (incumbent),,Christopher Parisho,,,https://www.tomsawyerforkansas.com/,,https://www.facebook.com/people/Parisho-For-Kansas-House-of-Representatives-District-95/100063830019498/,,
Kansas,20,nan,nan,096,State House District 96,State Leg (Lower),-5.452436195,0.2871944847,81.0,,,,,,,,,,
Kansas,20,nan,nan,097,State House District 97,State Leg (Lower),-21.18654742,0.06050115505,17.0,,,,,,,,,,
Kansas,20,nan,nan,098,State House District 98,State Leg (Lower),-19.62430625,0.07065451807,20.0,,,,,,,,,,
Kansas,20,nan,nan,099,State House District 99,State Leg (Lower),-29.96215705,0.02749515629,8.0,,,,,,,,,,
Kansas,20,nan,nan,100,State House District 100,State Leg (Lower),-22.43186583,0.05362808187,15.0,,,,,,,,,,
Kansas,20,nan,nan,101,State House District 101,State Leg (Lower),-46.65919073,0.008628479689,2.0,,,,,,,,,,
Kansas,20,nan,nan,102,State House District 102,State Leg (Lower),-11.1042471,0.1720215162,49.0,,,,,,,,,,
Kansas,20,nan,nan,103,State House District 103,State Leg (Lower),28.01897983,0.03234475285,9.0,,,,,,,,,,
Kansas,20,nan,nan,104,State House District 104,State Leg (Lower),-35.87607394,0.01743785032,5.0,,,,,,,,,,
Kansas,20,nan,nan,105,State House District 105,State Leg (Lower),-12.89983656,0.1425793137,40.0,,,,,,,,,,
Kansas,20,nan,nan,106,State House District 106,State Leg (Lower),-58.88324873,0.004502892063,1.0,,,,,,,,,,
Kansas,20,nan,nan,107,State House District 107,State Leg (Lower),-50.48666537,0.006938423224,2.0,,,,,,,,,,
Kansas,20,nan,nan,108,State House District 108,State Leg (Lower),10.43706294,0.1841641359,52.0,,,,,,,,,,
Kansas,20,nan,nan,109,State House District 109,State Leg (Lower),-61.81541099,0.003921709259,1.0,,,,,,,,,,
Kansas,20,nan,nan,110,State House District 110,State Leg (Lower),-67.62267747,0.003032749417,1.0,,,,,,,,,,
Kansas,20,nan,nan,111,State House District 111,State Leg (Lower),-38.08271072,0.01491620937,4.0,,,,,,,,,,
Kansas,20,nan,nan,112,State House District 112,State Leg (Lower),-54.26420421,0.005670888202,2.0,,,,,,,,,,
Kansas,20,nan,nan,113,State House District 113,State Leg (Lower),-55.93018643,0.005208212121,1.0,,,,,,,,,,
Kansas,20,nan,nan,114,State House District 114,State Leg (Lower),-52.76426799,0.006134609628,2.0,,,,,,,,,,
Kansas,20,nan,nan,115,State House District 115,State Leg (Lower),-63.43728503,0.003642248275,1.0,,,,,,,,,,
Kansas,20,nan,nan,116,State House District 116,State Leg (Lower),-60.49527152,0.004170358682,1.0,,,,,,,,,,
Kansas,20,nan,nan,117,State House District 117,State Leg (Lower),-10.22152451,0.1882187037,53.0,,,,,,,,,,
Kansas,20,nan,nan,118,State House District 118,State Leg (Lower),-73.03069527,0.002429417718,1.0,,,,,,,,,,
Kansas,20,nan,nan,119,State House District 119,State Leg (Lower),-18.09830041,0.08252897259,23.0,,,,,,,,,,
Kansas,20,nan,nan,120,State House District 120,State Leg (Lower),-68.9017341,0.002873611254,1.0,,,,,,,,,,
Kansas,20,nan,nan,121,State House District 121,State Leg (Lower),-7.401735579,0.2458880669,70.0,Mel Pinick,,John Resman (incumbent),,,https://melforkansas.com/,,https://www.johnresman.us/,,
Kansas,20,nan,nan,122,State House District 122,State Leg (Lower),-51.09319274,0.006711526211,2.0,,,,,,,,,,
Kansas,20,nan,nan,123,State House District 123,State Leg (Lower),-21.52098454,0.05855710703,17.0,,,,,,,,,,
Kansas,20,nan,nan,124,State House District 124,State Leg (Lower),-65.67164179,0.003298648115,1.0,,,,,,,,,,
Kansas,20,nan,nan,125,State House District 125,State Leg (Lower),-32.5,0.02245876588,6.0,,,,,,,,,,
Michigan,26,nan,nan,001,State House District 1,State Leg (Lower),76.59431425,0.002116276476,1.0,,,,,,,,,,
Michigan,26,nan,nan,002,State House District 2,State Leg (Lower),13.46409124,0.1343169951,38.0,,,,,,,,,,
Michigan,26,nan,nan,003,State House District 3,State Leg (Lower),54.58642953,0.005577315696,2.0,,,,,,,,,,
Michigan,26,nan,nan,004,State House District 4,State Leg (Lower),92.11713814,0.001235386148,0.0,,,,,,,,,,
Michigan,26,nan,nan,005,State House District 5,State Leg (Lower),83.94861264,0.001620799852,0.0,,,,,,,,,,
Michigan,26,nan,nan,006,State House District 6,State Leg (Lower),29.38911659,0.02882430909,8.0,,,,,,,,,,
Michigan,26,nan,nan,007,State House District 7,State Leg (Lower),87.77357926,0.001423026602,0.0,,,,,,,,,,
Michigan,26,nan,nan,008,State House District 8,State Leg (Lower),80.27487466,0.001846503446,1.0,,,,,,,,,,
